Byte	frequency
0	0.0
1	0.0
2	0.0013967825243905525
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	0.0
11	0.0
12	0.0
13	0.0
14	0.0
15	0.0
16	0.0
17	0.0
18	0.0
19	0.0
20	0.0
21	0.0
22	0.0
23	0.0
24	0.0
25	0.0
26	0.0
27	0.0
28	0.0
29	0.0
30	0.0
31	0.0
32	0.0
33	0.0
34	0.0
35	0.0013967825243905525
36	0.0
37	0.0
38	0.0
39	0.0
40	0.0
41	0.0
42	0.0
43	0.0
44	0.0013967825243905525
45	0.0
46	0.0
47	0.0
48	0.0
49	0.0
50	0.0
51	0.0
52	0.0
53	0.0
54	0.0
55	0.0
56	0.0
57	0.0
58	0.0
59	0.0
60	0.0
61	0.0
62	0.0
63	0.0
64	0.0
65	0.0
66	0.0013967825243905525
67	0.0
68	0.0
69	0.0
70	0.0
71	0.0
72	0.0
73	0.0
74	0.0
75	0.0
76	0.0
77	0.0
78	0.0
79	0.0
80	0.0
81	0.0
82	0.0
83	0.0
84	0.0
85	0.0
86	0.0
87	0.0
88	0.0
89	0.0
90	0.0
91	0.0
92	0.0
93	0.0
94	0.0
95	0.0
96	0.0
97	0.0
98	0.0013967825243905525
99	0.0
100	0.0
101	0.0
102	0.0
103	0.0
104	0.0
105	0.0
106	0.0
107	0.0
108	0.0
109	0.0
110	0.0
111	0.0
112	0.0
113	0.0
114	0.0
115	0.0
116	0.0
117	0.0
118	0.0
119	0.0
120	0.0
121	0.0
122	0.0
123	0.0
124	0.0
125	0.0
126	0.0
127	0.0
128	0.0
129	0.0
130	0.0
131	0.0
132	0.0
133	0.0
134	0.0
135	0.0
136	0.0
137	0.008824630543804975
138	0.3761158301302751
139	0.0
140	0.0
141	0.0
142	0.0
143	0.0
144	0.0
145	0.0
146	0.0
147	0.0
148	0.0
149	0.0
150	0.0
151	0.0
152	0.0
153	0.0
154	0.0
155	0.0
156	0.0
157	0.0
158	0.0
159	0.0
160	0.9578371696643914
161	0.02578977599931307
162	0.22771013481876956
163	0.019196868463991105
164	0.1997786551618382
165	0.007633981415476324
166	0.04357962589388038
167	0.2151713867446662
168	0.3725096734621554
169	0.3725041312072452
170	0.030820722060699492
171	0.06160229867544718
172	0.19414418127041136
173	0.22415935319037567
174	0.3522971671572695
175	0.13172146091517725
176	0.05096211485447044
177	0.03976774807993865
178	0.026880980358509023
179	0.012792107456536977
180	0.00795502564375659
181	0.010420499134559265
182	0.011661968500439589
183	0.012125181097359248
184	0.004207362875452854
185	0.015014698480324013
186	0.059175534568680854
187	0.2941876740525367
188	0.02733594729469555
189	0.1798426178488567
190	0.019775231020400904
191	0.03220615256719426
192	0.004994583189334245
193	0.09036239160971475
194	0.02155830549215917
195	0.13987488905181492
196	0.13145033050843727
197	0.0835027845489796
198	0.03744124271344598
199	0.010430871564891647
200	0.016822669906192415
201	0.10449401875279674
202	0.01608988530891632
203	0.004819750446072925
204	0.023675102058133418
205	0.026034589258182132
206	0.033576755510044895
207	0.029973212580587584
208	0.11307432263875011
209	0.062367076015191675
210	0.02393882786231057
211	0.042307359021384904
212	0.03908244469763854
213	0.02111962668400788
214	0.013236676980996913
215	0.01594833685923232
216	0.004163947985777822
217	0.006125025049474719
218	0.005819205094179446
219	0.055695046624496494
220	0.04482333469410538
221	0.05628547137636723
222	0.016994815354983987
223	0.04223896025350948
224	9.757363453018781E-4
225	0.44543994664913367
226	0.1296844211508814
227	0.292539786463126
228	0.32369569990918173
229	0.5325060660307137
230	0.25980081705480834
231	0.10110605616461732
232	0.3091688032301308
233	0.43855014357968897
234	0.08681216143048609
235	0.15091291845032365
236	0.3660653849984694
237	0.21983217182724765
238	0.4642884411807744
239	0.3891303612269699
240	0.26939362238708003
241	0.03415265173098655
242	0.43629792643179177
243	0.4016432465686183
244	0.4558620920134932
245	0.3551353803148465
246	0.2679970836854171
247	0.13101143967629567
248	0.06791727131089702
249	0.11899683831146589
250	0.011720108111834158
251	0.22514756079745557
252	0.09650307889791274
253	0.22514174056718309
254	0.0
255	0.0
